date,ind,rain,ind,temp,ind,wetb,dewpt,vappr,rhum,msl,ind,wdsp,ind,wddir
01/01/2017 00:00,0,0,0,5.2,0,4.5,3.6,7.9,89,1021.9,2,8,2,320
01/01/2017 01:00,0,0,0,4.7,0,4.1,3.1,7.6,89,1022,2,9,2,320
01/01/2017 02:00,0,0,0,4.2,0,3.6,2.7,7.4,90,1022.1,2,8,2,320
01/01/2017 03:00,0,0.1,0,3.5,0,2.8,1.6,6.9,87,1022.5,2,9,2,330
01/01/2017 04:00,0,0.1,0,3.2,0,2.6,1.6,6.8,89,1022.7,2,8,2,330
01/01/2017 05:00,0,0,0,2.1,0,1.6,0.8,6.5,91,1023.3,2,8,2,330
01/01/2017 06:00,0,0,0,2,0,1.5,0.6,6.4,89,1023.5,2,7,2,330
01/01/2017 07:00,0,0,0,1.7,0,1.1,0.1,6.2,89,1024.4,2,7,2,340
01/01/2017 08:00,0,0,0,1,0,0.6,-0.2,6,91,1025,2,7,2,330
01/01/2017 09:00,0,0,0,1.1,0,0.6,-0.2,6,91,1026.1,2,8,2,330
01/01/2017 10:00,0,0,0,3,0,2.1,0.6,6.4,84,1026.8,2,9,2,320
01/01/2017 11:00,0,0,0,4.3,0,3,1,6.5,78,1027,2,12,2,350
01/01/2017 12:00,0,0,0,5.1,0,3.6,1.2,6.7,75,1027.4,2,11,2,360
01/01/2017 13:00,0,0,0,5.5,0,3.8,1,6.5,72,1027.4,2,12,2,360
01/01/2017 14:00,0,0,0,5.9,0,4,1.3,6.7,72,1027.6,2,11,2,360
01/01/2017 15:00,0,0,0,5.8,0,3.9,1.1,6.6,71,1027.9,2,11,2,10
01/01/2017 16:00,0,0,0,5.2,0,3.4,0.5,6.3,71,1028.3,2,11,2,10
01/01/2017 17:00,0,0,0,4,0,2.7,0.7,6.4,79,1029,2,6,2,10
01/01/2017 18:00,0,0,0,3.7,0,2.3,0.1,6.1,77,1029.9,2,8,2,360
01/01/2017 19:00,0,0,0,3.2,0,2.1,0.1,6.2,80,1030.2,2,7,2,350
01/01/2017 20:00,0,0,0,2.2,0,1.3,-0.2,6,84,1030.9,2,6,2,360
01/01/2017 21:00,0,0,0,2.2,0,1.3,-0.5,5.9,82,1031.3,2,6,2,350
01/01/2017 22:00,0,0,0,2.8,0,1.6,-0.5,5.9,78,1031.8,2,8,2,360
01/01/2017 23:00,0,0,0,2.7,0,1.4,-1,5.7,76,1032,2,9,2,10
02/01/2017 00:00,0,0,0,2.1,0,0.9,-1.3,5.6,78,1033.1,2,7,2,360
02/01/2017 01:00,0,0,0,1.8,0,0.7,-1.4,5.5,78,1033.3,2,7,2,10
02/01/2017 02:00,0,0,0,1.1,0,0.2,-1.6,5.4,82,1033.4,2,8,2,10
02/01/2017 03:00,0,0,0,0.8,0,-0.1,-1.8,5.3,82,1033.7,2,6,2,350
02/01/2017 04:00,0,0,0,0.3,0,-0.5,-2.2,5.2,82,1034.2,2,6,2,360
02/01/2017 05:00,0,0,0,-0.3,0,-1,-2.6,5.1,84,1034.7,2,6,2,360
02/01/2017 06:00,0,0,0,-0.5,0,-1.2,-2.7,5,84,1034.7,2,5,2,360
02/01/2017 07:00,0,0,0,-0.6,0,-1.4,-3,4.9,83,1034.9,2,3,2,10
02/01/2017 08:00,0,0,0,-1.5,0,-2.1,-3.4,4.7,86,1035.3,2,5,2,360
02/01/2017 09:00,0,0,0,-2.1,0,-2.5,-3.6,4.7,89,1035.7,2,2,2,350
02/01/2017 10:00,0,0,0,-0.6,0,-1.3,-2.9,4.9,83,1036.2,2,3,2,350
02/01/2017 11:00,0,0,0,1.1,0,0.1,-1.7,5.4,81,1036.1,2,2,2,360
02/01/2017 12:00,0,0,0,3.2,0,1.8,-0.5,5.9,76,1036,2,3,2,340
02/01/2017 13:00,0,0,0,4.3,0,2.7,0.1,6.2,74,1035.6,2,6,2,350
02/01/2017 14:00,0,0,0,5.2,0,3.3,0.4,6.3,71,1035,2,4,2,360
02/01/2017 15:00,0,0,0,4.8,0,3.5,1.4,6.7,78,1034.7,2,4,2,330
02/01/2017 16:00,0,0,0,2.6,0,1.8,0.4,6.3,85,1034.7,2,3,2,330
02/01/2017 17:00,0,0,0,0,0,-0.5,-1.5,5.5,89,1034.7,2,2,2,310
02/01/2017 18:00,0,0,0,-0.4,0,-0.8,-1.4,5.5,93,1034.7,2,3,2,320
02/01/2017 19:00,0,0,0,-1.8,0,-2,-2.4,5.1,95,1034.8,2,1,2,300
02/01/2017 20:00,0,0,0,-2.3,0,-2.5,-3,4.9,95,1034.7,2,2,2,210
02/01/2017 21:00,0,0,0,-0.9,0,-1,-1.4,5.5,96,1034.5,2,3,2,340
02/01/2017 22:00,0,0,0,-0.3,0,-0.5,-0.8,5.8,96,1034.9,2,2,2,210
02/01/2017 23:00,0,0,0,0.3,0,0.1,-0.3,6,96,1034.6,2,2,2,160
03/01/2017 00:00,0,0,0,0.4,0,0.2,-0.1,6.1,96,1034.5,2,1,2,140
03/01/2017 01:00,0,0,0,0.7,0,0.5,0.2,6.2,95,1033.9,2,1,2,190
03/01/2017 02:00,0,0,0,0.9,0,0.7,0.3,6.3,96,1033.7,2,1,2,200
03/01/2017 03:00,0,0,0,1,0,0.8,0.4,6.3,95,1033.5,2,1,2,140
03/01/2017 04:00,0,0,0,1.3,0,1,0.6,6.4,95,1032.9,2,2,2,190
03/01/2017 05:00,0,0,0,1.7,0,1.4,1,6.5,94,1032.8,2,2,2,220
03/01/2017 06:00,0,0,0,1.9,0,1.6,1,6.5,93,1032.4,2,2,2,200
03/01/2017 07:00,0,0,0,2.1,0,1.7,1.1,6.6,92,1032.1,2,1,2,200
03/01/2017 08:00,0,0,0,2.5,0,2.1,1.4,6.8,93,1032.2,2,1,2,210
03/01/2017 09:00,0,0,0,2.6,0,2.2,1.5,6.8,92,1032,2,1,2,240
03/01/2017 10:00,0,0,0,4,0,2.9,1.3,6.7,82,1031.9,2,3,2,220
03/01/2017 11:00,0,0,0,5.4,0,3.9,1.7,6.9,76,1032.4,2,4,2,260
03/01/2017 12:00,0,0,0,5.8,0,4.2,1.8,6.9,75,1032,2,4,2,260
03/01/2017 13:00,0,0,0,6.2,0,4.3,1.5,6.8,72,1031.5,2,5,2,260
03/01/2017 14:00,0,0,0,6.2,0,4.4,1.8,7,73,1030.8,2,6,2,260
03/01/2017 15:00,0,0,0,6.1,0,4.3,1.7,6.9,73,1030.7,2,6,2,270
03/01/2017 16:00,0,0,0,5.9,0,4.1,1.5,6.8,73,1030.5,2,6,2,280
03/01/2017 17:00,0,0,0,5.6,0,4,1.5,6.8,74,1030.5,2,5,2,270
03/01/2017 18:00,0,0,0,5.7,0,4,1.5,6.8,74,1030.6,2,5,2,240
03/01/2017 19:00,0,0,0,5,0,3.8,1.9,7,80,1030.5,2,4,2,250
03/01/2017 20:00,0,0,0,4.9,0,3.9,2.4,7.3,83,1030.6,2,4,2,270
03/01/2017 21:00,0,0,0,4.8,0,3.9,2.5,7.3,85,1030.7,2,4,2,280
03/01/2017 22:00,0,0,0,4.7,0,3.8,2.5,7.3,85,1030.7,2,4,2,250
03/01/2017 23:00,0,0,0,4.6,0,3.8,2.6,7.4,86,1030.7,2,3,2,270
04/01/2017 00:00,0,0,0,4.5,0,4,3.2,7.7,91,1030.9,2,3,2,310
04/01/2017 01:00,0,0,0,3.4,0,3.1,2.6,7.3,94,1030.4,2,3,2,250
04/01/2017 02:00,0,0,0,3.1,0,2.8,2.4,7.2,95,1030.3,2,4,2,260
04/01/2017 03:00,0,0,0,4,0,3.7,3.3,7.7,95,1030.2,2,3,2,260
04/01/2017 04:00,0,0,0,3.7,0,3.4,2.9,7.5,95,1030.1,2,3,2,290
04/01/2017 05:00,0,0,0,3.4,0,3.2,2.8,7.5,95,1029.9,2,1,2,270
04/01/2017 06:00,0,0,0,3.5,0,3.3,2.9,7.5,95,1030.1,2,1,2,170
04/01/2017 07:00,0,0,0,3.9,0,3.6,3.2,7.7,95,1030.1,2,1,2,300
04/01/2017 08:00,0,0,0,4.1,0,3.8,3.3,7.7,94,1030.3,2,2,2,260
04/01/2017 09:00,0,0,0,4.2,0,3.7,2.9,7.5,91,1030.6,2,2,2,300
04/01/2017 10:00,0,0,0,5.3,0,4.6,3.7,8,89,1030.7,2,2,2,270
04/01/2017 11:00,0,0,0,6.5,0,5.5,4.2,8.3,85,1030.6,2,2,2,290
04/01/2017 12:00,0,0,0,7.2,0,5.9,4.1,8.2,80,1030.6,2,3,2,280
04/01/2017 13:00,0,0,0,7.2,0,5.7,3.8,8,79,1030.2,2,4,2,280
04/01/2017 14:00,0,0,0,7.7,0,6.1,4.1,8.2,77,1030.1,2,3,2,260
04/01/2017 15:00,0,0,0,7.4,0,6,4.1,8.2,80,1030,2,2,2,280
04/01/2017 16:00,0,0,0,6.5,0,5.3,3.8,8,82,1030,2,3,2,230
04/01/2017 17:00,0,0,0,5.9,0,5,3.7,8,85,1030.3,2,3,2,250
04/01/2017 18:00,0,0,0,5.8,0,4.9,3.7,7.9,86,1030.4,2,2,2,270
04/01/2017 19:00,0,0,0,5.5,0,4.9,4,8.2,90,1030.4,2,1,2,60
04/01/2017 20:00,0,0,0,5.3,0,4.8,4.2,8.2,92,1030.4,2,2,2,70
04/01/2017 21:00,0,0,0,5.1,0,4.7,4,8.1,92,1030.5,2,2,2,190
04/01/2017 22:00,0,0,0,5.1,0,4.7,4.1,8.2,93,1030.4,2,3,2,80
04/01/2017 23:00,0,0,0,4.9,0,4.6,4,8.2,94,1030.7,2,3,2,80
05/01/2017 00:00,0,0,0,5.2,0,4.7,4,8.1,91,1030.7,2,4,2,100
05/01/2017 01:00,0,0,0,5.1,0,4.6,3.8,8,91,1030.5,2,3,2,120
05/01/2017 02:00,0,0,0,5,0,4.5,3.8,8,91,1030.2,2,3,2,100
05/01/2017 03:00,0,0,0,5.6,0,4.4,2.7,7.4,81,1030,2,4,2,140
05/01/2017 04:00,0,0,0,5.5,0,4.4,2.9,7.5,83,1029.7,2,5,2,140
05/01/2017 05:00,0,0,0,5.4,0,4.5,3.3,7.8,86,1029.4,2,5,2,120
05/01/2017 06:00,0,0,0,4.9,0,4.2,3.2,7.7,88,1029.1,2,5,2,100
05/01/2017 07:00,0,0,0,4.8,0,4,2.9,7.5,87,1029.1,2,6,2,110
05/01/2017 08:00,0,0,0,4.8,0,4,2.9,7.5,87,1029.3,2,6,2,110
05/01/2017 09:00,0,0,0,5,0,4.2,3.2,7.7,88,1029.3,2,6,2,100
05/01/2017 10:00,0,0,0,5.7,0,4.7,3.4,7.8,85,1029.2,2,6,2,110
05/01/2017 11:00,0,0,0,6.5,0,5.1,3.1,7.6,78,1029,2,7,2,140
05/01/2017 12:00,0,0,0,7.5,0,5.5,2.9,7.5,72,1028.4,2,8,2,150
05/01/2017 13:00,0,0,0,8.6,0,6.5,3.6,7.9,70,1028,2,9,2,150
05/01/2017 14:00,0,0,0,8.2,0,6.3,3.8,8,74,1027.4,2,9,2,150
05/01/2017 15:00,0,0,0,8.4,0,6.6,4.2,8.3,74,1027.6,2,7,2,150
05/01/2017 16:00,0,0,0,8.2,0,6.5,4.4,8.4,76,1027.5,2,8,2,170
05/01/2017 17:00,0,0,0,8,0,6.5,4.6,8.5,79,1027.5,2,7,2,160
05/01/2017 18:00,0,0,0,8.2,0,6.6,4.6,8.5,78,1027.6,2,7,2,150
05/01/2017 19:00,0,0,0,8.3,0,6.9,5.2,8.9,81,1027.5,2,6,2,150
05/01/2017 20:00,0,0.1,0,8.4,0,7.1,5.4,9,81,1027.6,2,7,2,140
05/01/2017 21:00,0,0,0,8.6,0,7.3,5.7,9.2,82,1027.3,2,7,2,160
05/01/2017 22:00,0,0,0,9.1,0,7.8,6.2,9.5,82,1027.3,2,8,2,170
05/01/2017 23:00,0,0,0,9.3,0,8,6.5,9.7,82,1027.1,2,7,2,150
06/01/2017 00:00,0,0.6,0,9.2,0,8.3,7.3,10.2,88,1026.9,2,8,2,150
06/01/2017 01:00,0,1,0,8.9,0,8.4,7.8,10.6,93,1026.6,2,7,2,160
06/01/2017 02:00,0,0.6,0,9.1,0,8.6,8,10.7,93,1026.5,2,7,2,170
06/01/2017 03:00,0,0.7,0,9.6,0,9,8.4,11,92,1026.6,2,8,2,180
06/01/2017 04:00,0,2,0,9.6,0,9.2,8.8,11.3,95,1026.4,2,9,2,180
06/01/2017 05:00,0,1.1,0,9.7,0,9.4,9,11.5,95,1026.2,2,8,2,180
06/01/2017 06:00,0,0.8,0,9.9,0,9.6,9.2,11.6,95,1026.2,2,8,2,190
06/01/2017 07:00,0,0.3,0,9.9,0,9.6,9.3,11.7,96,1026.5,2,8,2,190
06/01/2017 08:00,0,0,0,10.1,0,9.8,9.5,11.9,96,1026.9,2,8,2,190
06/01/2017 09:00,0,2.1,0,10.2,0,10,9.8,12.1,97,1027.4,2,7,2,190
06/01/2017 10:00,0,1.7,0,10.5,0,10.3,10.1,12.4,97,1027.7,2,6,2,190
06/01/2017 11:00,0,1.2,0,10.7,0,10.5,10.3,12.6,97,1027.9,2,6,2,190
06/01/2017 12:00,0,1.9,0,10.8,0,10.6,10.4,12.6,97,1027.9,2,6,2,200
06/01/2017 13:00,0,2.2,0,11.2,0,11,10.8,13,97,1028,2,5,2,200
06/01/2017 14:00,0,1.7,0,11.2,0,11,10.8,13,97,1028,2,8,2,230
06/01/2017 15:00,0,0,0,10.8,0,10.7,10.5,12.7,98,1028.2,2,8,2,240
06/01/2017 16:00,0,0,0,10.5,0,10.3,10.2,12.4,98,1028.8,2,8,2,240
06/01/2017 17:00,0,0,0,10.1,0,9.9,9.8,12.1,98,1029.2,2,8,2,220
06/01/2017 18:00,0,0.1,0,9.9,0,9.8,9.7,12,98,1029.6,2,6,2,240
06/01/2017 19:00,0,0,0,10,0,9.9,9.8,12.1,98,1030,2,4,2,250
06/01/2017 20:00,0,0,0,10,0,9.9,9.8,12.1,98,1030.3,2,4,2,240
06/01/2017 21:00,0,0,0,9.5,0,9.4,9.2,11.7,98,1030.9,2,3,2,230
06/01/2017 22:00,0,0,0,9.7,0,9.5,9.3,11.8,98,1031.4,2,3,2,240
06/01/2017 23:00,0,0,0,9.6,0,9.4,9.3,11.7,98,1031.5,2,4,2,210
07/01/2017 00:00,0,0,0,9.6,0,9.4,9.3,11.7,97,1031.5,2,2,2,200
07/01/2017 01:00,0,0,0,9.6,0,9.5,9.4,11.8,98,1031.4,2,2,2,200
07/01/2017 02:00,0,0,0,9.6,0,9.4,9.3,11.7,98,1031.4,2,3,2,190
07/01/2017 03:00,0,0,0,9.4,0,9.2,9.1,11.6,98,1031.3,2,2,2,200
07/01/2017 04:00,0,0,0,9.2,0,9,8.8,11.3,97,1031.5,2,2,2,220
07/01/2017 05:00,0,0,0,9.2,0,9.1,9,11.5,98,1031.5,2,3,2,210
07/01/2017 06:00,0,0,0,8.9,0,8.8,8.6,11.2,98,1031.6,2,1,2,210
07/01/2017 07:00,0,0,0,9,0,8.9,8.7,11.2,97,1031.6,2,2,2,170
07/01/2017 08:00,0,0,0,9,0,8.9,8.8,11.3,98,1031.9,2,2,2,130
07/01/2017 09:00,0,0.1,0,9.1,0,9,8.8,11.3,98,1032.2,2,2,2,170
07/01/2017 10:00,0,0.2,0,9.1,0,8.9,8.8,11.3,98,1032.1,2,3,2,220
07/01/2017 11:00,0,0,0,9.8,0,9.7,9.5,11.8,97,1032.2,2,2,2,180
07/01/2017 12:00,0,0,0,9.5,0,9.4,9.3,11.7,98,1031.9,2,4,2,190
07/01/2017 13:00,0,0,0,9.6,0,9.4,9.3,11.7,98,1031.5,2,4,2,170
07/01/2017 14:00,0,0.5,0,10,0,9.9,9.7,12,97,1031.3,2,4,2,190
07/01/2017 15:00,0,0.1,0,9.9,0,9.8,9.6,11.9,97,1031.3,2,4,2,230
07/01/2017 16:00,0,0,0,9.4,0,9.2,8.9,11.4,96,1031.4,2,4,2,240
07/01/2017 17:00,0,0,0,9.5,0,9.3,9.1,11.5,97,1031.6,2,4,2,230
07/01/2017 18:00,0,0.1,0,9.2,0,9,8.8,11.3,97,1031.9,2,5,2,230
07/01/2017 19:00,0,0,0,8.8,0,8.7,8.5,11.1,97,1032,2,6,2,230
07/01/2017 20:00,0,0.1,0,8.8,0,8.6,8.5,11.1,98,1032.3,2,5,2,230
07/01/2017 21:00,0,0.1,0,8.9,0,8.7,8.6,11.2,98,1032.2,2,6,2,220
07/01/2017 22:00,0,0.1,0,8.9,0,8.8,8.7,11.2,98,1032.3,2,5,2,230
07/01/2017 23:00,0,0.1,0,8.8,0,8.7,8.6,11.2,98,1032.1,2,3,2,210
08/01/2017 00:00,0,0.1,0,8.8,0,8.7,8.6,11.1,98,1032,2,3,2,210
08/01/2017 01:00,0,0.1,0,8.9,0,8.8,8.7,11.2,98,1031.8,2,3,2,200
08/01/2017 02:00,0,0.2,0,9,0,8.8,8.7,11.2,98,1031.5,2,4,2,190
08/01/2017 03:00,0,0.1,0,9.4,0,9.2,9.1,11.6,98,1031.3,2,4,2,200
08/01/2017 04:00,0,0.1,0,9.8,0,9.7,9.5,11.9,98,1031.1,2,3,2,220
08/01/2017 05:00,0,0,0,10,0,9.9,9.8,12.1,98,1031,2,3,2,230
08/01/2017 06:00,0,0,0,9.9,0,9.8,9.7,12,98,1031.1,2,3,2,210
08/01/2017 07:00,0,0,0,9.7,0,9.5,9.3,11.8,98,1031,2,6,2,230
08/01/2017 08:00,0,0,0,9.5,0,9.3,9.2,11.6,98,1030.9,2,4,2,180
08/01/2017 09:00,0,0,0,9.8,0,9.6,9.5,11.8,98,1031.3,2,4,2,200
08/01/2017 10:00,0,0,0,10,0,9.9,9.7,12,98,1031.3,2,6,2,190
08/01/2017 11:00,0,0,0,10.1,0,10,9.8,12.1,98,1031.4,2,7,2,190
08/01/2017 12:00,0,0,0,10.2,0,10,9.9,12.2,97,1030.8,2,7,2,190
08/01/2017 13:00,0,0.1,0,10.6,0,10.3,10.1,12.3,97,1029.9,2,6,2,190
08/01/2017 14:00,0,0,0,10.7,0,10.3,9.9,12.2,94,1029.3,2,7,2,200
08/01/2017 15:00,0,0,0,10.6,0,10.2,9.9,12.2,95,1028.7,2,7,2,200
08/01/2017 16:00,0,0.2,0,10.3,0,10,9.8,12.1,96,1028.2,2,7,2,200
08/01/2017 17:00,0,0.1,0,10.1,0,9.7,9.3,11.7,94,1027.8,2,6,2,190
08/01/2017 18:00,0,0,0,10.1,0,9.7,9.3,11.7,94,1027.4,2,5,2,190
08/01/2017 19:00,0,0,0,9.6,0,9.4,9.1,11.6,96,1026.4,2,6,2,190
08/01/2017 20:00,0,0.1,0,9.5,0,9,8.4,11.1,92,1025.1,2,8,2,200
08/01/2017 21:00,0,0,0,9.4,0,8.8,8.2,10.9,92,1024.8,2,9,2,190
08/01/2017 22:00,0,0.1,0,9.1,0,8.5,8,10.7,92,1023.3,2,7,2,190
08/01/2017 23:00,0,0,0,9.1,0,8.5,7.8,10.6,91,1022.2,2,9,2,190
09/01/2017 00:00,0,0,0,9.1,0,8.4,7.7,10.5,90,1021.3,2,9,2,190
09/01/2017 01:00,0,0,0,9.7,0,8.7,7.6,10.5,87,1019.3,2,14,2,200
09/01/2017 02:00,0,0,0,9.7,0,8.7,7.6,10.5,86,1016.8,2,16,2,200
09/01/2017 03:00,0,0.2,0,9.4,0,8.8,8.2,10.9,92,1015.6,2,16,2,200
09/01/2017 04:00,0,1.6,0,9.5,0,9.2,8.8,11.3,95,1014.4,2,16,2,190
09/01/2017 05:00,0,2.2,0,6.3,0,5.8,5.2,8.8,92,1016.3,2,16,2,270
09/01/2017 06:00,0,0.3,0,6.4,0,5.7,4.8,8.6,89,1015.8,2,9,2,250
09/01/2017 07:00,0,0,0,7,0,5.9,4.4,8.4,83,1015.4,2,8,2,250
09/01/2017 08:00,0,0,0,6.2,0,5.1,3.5,7.9,83,1015.4,2,8,2,260
09/01/2017 09:00,0,0,0,6,0,4.8,3.2,7.7,82,1015.3,2,7,2,250
09/01/2017 10:00,0,0,0,5.9,0,4.8,3.2,7.7,82,1015.3,2,9,2,260
09/01/2017 11:00,0,0.4,0,6.3,0,5.1,3.5,7.8,82,1015.1,2,11,2,250
09/01/2017 12:00,0,0,0,6.9,0,5.2,2.9,7.5,75,1014.5,2,10,2,250
09/01/2017 13:00,0,0,0,7.8,0,6.2,4.2,8.2,77,1013.5,2,11,2,250
09/01/2017 14:00,0,0,0,6.6,0,5.4,3.7,8,81,1013.1,2,12,2,260
09/01/2017 15:00,0,0,0,7,0,5.4,3.2,7.7,76,1012.8,2,13,2,260
09/01/2017 16:00,0,0.2,0,6.4,0,4.9,2.7,7.4,76,1012.7,2,13,2,260
09/01/2017 17:00,0,0.2,0,5.8,0,4.8,3.4,7.8,84,1012.6,2,13,2,270
09/01/2017 18:00,0,0.2,0,5.8,0,4.7,3.2,7.7,83,1013.4,2,9,2,260
09/01/2017 19:00,0,0,0,5.6,0,4.5,3,7.6,83,1013.1,2,6,2,250
09/01/2017 20:00,0,0.1,0,5.6,0,4.4,2.8,7.5,82,1013.1,2,7,2,250
09/01/2017 21:00,0,0,0,6,0,4.7,2.8,7.5,79,1013.5,2,7,2,250
09/01/2017 22:00,0,0,0,6.4,0,5.1,3.2,7.7,79,1012.8,2,8,2,240
09/01/2017 23:00,0,0,0,6.3,0,5.2,3.7,7.9,83,1013,2,8,2,260
10/01/2017 00:00,0,0,0,6.5,0,5.4,3.8,8,82,1013.3,2,10,2,260
10/01/2017 01:00,0,0.2,0,6.2,0,5.2,3.7,8,84,1013.2,2,11,2,270
10/01/2017 02:00,0,0,0,7.4,0,5.7,3.5,7.8,76,1013.5,2,11,2,270
10/01/2017 03:00,0,0,0,7.4,0,6,4.2,8.2,79,1013.6,2,9,2,270
10/01/2017 04:00,0,0,0,7.1,0,6.5,5.8,9.2,91,1013.6,2,9,2,270
10/01/2017 05:00,0,0.1,0,7.1,0,6.5,5.8,9.2,91,1013.7,2,7,2,270
10/01/2017 06:00,0,0,0,7.7,0,7,6.1,9.4,89,1013.6,2,8,2,260
10/01/2017 07:00,0,0,0,8.2,0,7.5,6.7,9.8,90,1014,2,8,2,240
10/01/2017 08:00,0,0,0,8.2,0,8,7.7,10.5,96,1013.4,2,9,2,240
10/01/2017 09:00,0,0,0,8.9,0,8.8,8.6,11.2,97,1013.5,2,10,2,240
10/01/2017 10:00,0,0.1,0,9.5,0,9.3,9,11.5,97,1012.7,2,11,2,230
10/01/2017 11:00,0,0,0,10,0,9.4,8.8,11.3,92,1013,2,12,2,250
10/01/2017 12:00,0,0,0,10.6,0,9.5,8.3,11,86,1012.9,2,12,2,260
10/01/2017 13:00,0,0,0,11.1,0,9.6,7.9,10.7,80,1012.4,2,13,2,260
10/01/2017 14:00,0,0,0,11.2,0,9.4,7.4,10.3,77,1012.9,2,12,2,260
10/01/2017 15:00,0,0,0,10.6,0,8.9,7.1,10.1,79,1012.7,2,11,2,260
10/01/2017 16:00,0,0,0,10.4,0,8.9,7.3,10.2,81,1013,2,13,2,260
10/01/2017 17:00,0,0,0,10.1,0,8.8,7.5,10.3,84,1013.5,2,9,2,250
10/01/2017 18:00,0,0,0,10.3,0,9.9,9.5,11.9,95,1013.6,2,9,2,250
10/01/2017 19:00,0,0,0,10.3,0,10.1,9.9,12.2,97,1012.7,2,9,2,240
10/01/2017 20:00,0,0.1,0,10.5,0,10.3,10,12.3,96,1012.9,2,12,2,240
10/01/2017 21:00,0,0,0,10,0,9.6,9.2,11.6,94,1012.4,2,12,2,240
10/01/2017 22:00,0,0,0,10.2,0,9.8,9.3,11.7,94,1012.1,2,12,2,240
10/01/2017 23:00,0,0.2,0,10,0,9.8,9.5,11.9,96,1012.4,2,12,2,240
11/01/2017 00:00,0,0.2,0,10.4,0,10,9.5,11.9,94,1011.9,2,13,2,250
11/01/2017 01:00,0,0,0,10.4,0,9.7,8.9,11.4,90,1012.1,2,13,2,250
11/01/2017 02:00,0,0,0,9.4,0,7.8,6.1,9.4,79,1013,2,13,2,270
11/01/2017 03:00,0,0,0,8.9,0,7.1,4.7,8.6,74,1013.7,2,11,2,260
11/01/2017 04:00,0,0,0,8.7,0,6.5,3.6,7.9,70,1013.8,2,12,2,260
11/01/2017 05:00,0,0,0,8.3,0,6.4,3.9,8.1,73,1013.9,2,12,2,270
11/01/2017 06:00,0,0,0,7.9,0,5.5,2,7.1,66,1014.4,2,17,2,280
11/01/2017 07:00,0,0,0,7.1,0,4.9,1.7,6.9,68,1015.1,2,18,2,280
11/01/2017 08:00,0,0,0,7.1,0,4.7,1.1,6.6,65,1015.5,2,17,2,280
11/01/2017 09:00,0,0,0,6.3,0,3.7,-0.5,5.9,61,1016.4,2,15,2,280
11/01/2017 10:00,0,0,0,6.8,0,4.2,0.2,6.2,62,1017.1,2,11,2,280
11/01/2017 11:00,0,0,0,7.1,0,4.8,1.4,6.7,66,1017.3,2,14,2,280
11/01/2017 12:00,0,0,0,7.8,0,4.9,0.5,6.3,59,1017.4,2,12,2,270
11/01/2017 13:00,0,0,0,6.5,0,4.8,2.2,7.2,74,1017.6,2,13,2,270
11/01/2017 14:00,0,0.3,0,6.2,0,4.9,3.1,7.6,80,1017.7,2,12,2,270
11/01/2017 15:00,0,0.2,0,5.4,0,4.3,2.8,7.5,83,1017.6,2,13,2,270
11/01/2017 16:00,0,0,0,5.7,0,4.5,2.7,7.4,80,1017.5,2,12,2,270
11/01/2017 17:00,0,0.1,0,4.9,0,3.7,1.8,6.9,79,1017.3,2,10,2,270
11/01/2017 18:00,0,0,0,5.2,0,3.4,0.6,6.4,71,1016.9,2,9,2,260
11/01/2017 19:00,0,0,0,5.6,0,3.6,0.4,6.3,68,1016.8,2,10,2,260
11/01/2017 20:00,0,0,0,5.4,0,4,1.8,6.9,77,1016.5,2,10,2,260
11/01/2017 21:00,0,0,0,5.4,0,3.8,1.4,6.7,75,1016.3,2,9,2,270
11/01/2017 22:00,0,0,0,5.4,0,3.8,1.3,6.7,75,1015.6,2,10,2,260
11/01/2017 23:00,0,0,0,5.2,0,3.8,1.7,6.9,78,1015.2,2,9,2,260
12/01/2017 00:00,0,0,0,4.9,0,3.7,1.9,7,80,1014.7,2,10,2,260
12/01/2017 01:00,0,0,0,4.8,0,3.6,1.6,6.9,79,1013.7,2,7,2,260
12/01/2017 02:00,0,0.2,0,4.4,0,3.5,2.1,7.1,84,1012.8,2,10,2,270
12/01/2017 03:00,0,0.2,0,4,0,3.2,2.1,7.1,87,1011.9,2,10,2,270
12/01/2017 04:00,0,0,0,3.8,0,2.9,1.6,6.8,85,1011.2,2,9,2,270
12/01/2017 05:00,0,0.2,0,3.6,0,2.9,1.7,6.9,87,1009.9,2,8,2,260
12/01/2017 06:00,0,0.3,0,2.9,0,2.3,1.4,6.7,89,1009,2,7,2,260
12/01/2017 07:00,0,0.1,0,2.4,0,1.9,1.1,6.6,91,1007.9,2,5,2,280
12/01/2017 08:00,0,0,0,2.4,0,1.7,0.4,6.3,86,1006.6,2,6,2,240
12/01/2017 09:00,0,0.1,0,2.6,0,1.5,-0.4,5.9,80,1006.8,2,7,2,250
12/01/2017 10:00,0,0,0,2.2,0,1.3,-0.2,6,84,1006.5,2,9,2,270
12/01/2017 11:00,0,0,0,2.2,0,1.1,-0.7,5.8,81,1006.4,2,4,2,240
12/01/2017 12:00,0,0,0,2.7,0,1.5,-0.7,5.8,78,1005.8,2,7,2,260
12/01/2017 13:00,0,0.1,0,2.5,0,1.6,0.2,6.2,84,1004.9,2,9,2,290
12/01/2017 14:00,0,0,0,3.4,0,1.6,-1.5,5.5,70,1004.4,2,8,2,260
12/01/2017 15:00,0,0,0,2.8,0,1.5,-0.7,5.8,77,1004,2,6,2,260
